ID,Sport,Sex,Age,Body mass,10 m,20 m,30 m,40 m,F0,V0,Pmax,FV Slope,RF max,DRF
,,,(y),(kg),(s),(s),(s),(s),(N/kg),(m/s),(W/kg),(N/s/m/kg),(%),(%)
525,Soccer,W,24.1369863013699,64,2.201,3.589,4.864,6.156,7.18378994597084,8.17357375938803,14.6793092488357,-0.878904400626429,42.2913798634305%,-8.29515676750282%
526,Soccer,W,19.4438356164384,64.3,2.228,3.653,5.019,6.389,7.49850322625815,7.62336804124002,14.2909624630479,-0.983620780958443,41.9276088110648%,-9.32495990782751%
527,Soccer,W,29.2493150684932,64.5,2.19,3.6,4.92,6.25,7.60913226434957,7.83547602376774,14.9052933547471,-0.971112953605934,42.6559997632588%,-9.17752161002453%
528,Soccer,W,22.1561643835616,64.7,2.19,3.55,4.84,6.1,7.3893927519443,8.16673249530009,15.0867984769596,-0.904816308872228,42.8129987449016%,-8.52950238530054%
529,Soccer,W,22.4219178082192,64.7,2.15,3.5,4.76,6.05,7.62685966818079,8.30135020609639,15.8283082695802,-0.918749297262479,43.6730913318665%,-8.63378774531024%
530,Soccer,W,21,65,2.149,3.482,4.733,5.992,7.57108139097218,8.4173460279997,15.9321029684905,-0.899461821551297,43.7615850881433%,-8.44438967412119%
531,Soccer,W,23.3013698630137,65,2.14,3.433,4.619,5.838,7.22268163847192,9.01165073113452,16.2720710670218,-0.801482642188755,43.8672753916295%,-7.49241985214187%
532,Soccer,W,24.613698630137,65,2.19,3.6,4.89,6.19,7.40813804291602,7.9886817597808,14.7953143143454,-0.927329222226933,42.5015065168505%,-8.75907686367073%
533,Soccer,W,27.6096075279046,65,2.2,3.57,4.84,6.13,7.15768396765888,8.26532531841766,14.7901466297808,-0.865989382379104,42.3946210402164%,-8.16732826109971%
534,Soccer,W,28.2904109589041,65,2.187,3.591,4.929,6.238,7.76477599895403,7.76219550009512,15.0679273295819,-1.00033244445581,42.8434516461875%,-9.4541897910379%
535,Soccer,W,31.0328767123288,65.3,2.18,3.58,4.89,6.19,7.65026626582649,7.90191091288713,15.1129306231067,-0.968153950375442,42.8971228626362%,-9.14093063397504%
536,Soccer,W,19.3397260273973,66,2.04,3.37,4.63,5.91,9.04109540074765,8.18292039390884,18.4956409845133,-1.10487392831997,46.3727335390902%,-10.3160194091901%
537,Soccer,W,19.6931506849315,66,2.328,3.829,5.241,6.673,6.78631420488929,7.322961582259,12.4239795518857,-0.926717166088947,39.5294180333628%,-8.85314171461057%
538,Soccer,W,23.0164383561644,66,2.146,3.49,4.776,6.036,7.85462390400072,8.16514487466218,16.0335355280376,-0.961969937407349,43.9350312777306%,-9.04328943897094%
539,Soccer,W,28.9753424657534,66,2.091,3.471,4.704,5.983,8.1570971137698,8.22965019052024,16.7825139541069,-0.991183941592801,44.7491198453425%,-9.29354223002785%
540,Soccer,W,19.5616438356164,66.5,2.289,3.709,5.089,6.461,6.95069801638385,7.65499513345577,13.3018898723848,-0.90799509277363,40.654058452414%,-8.63487851576248%
541,Soccer,W,21.8657534246575,66.8,2.18,3.59,4.92,6.21,7.79495698134309,7.76776474297387,15.1373480031687,-1.00350065163776,42.9237919387018%,-9.48382458326819%
542,Soccer,W,20.013698630137,67,2.217,3.582,4.85,6.145,6.9733062458541,8.32674820782505,14.5162413213202,-0.837458521839407,41.9975918499748%,-7.90507871152933%
543,Soccer,W,21.1397260273973,67,2.268,3.728,5.086,6.406,7.04129355562756,7.60352397516315,13.384661091594,-0.926056599364701,40.7809589996991%,-8.80725849190564%
544,Soccer,W,23.1041095890411,67,2.216,3.637,4.977,6.329,7.45868671019154,7.73629975557805,14.425659043247,-0.964115526264821,42.088607874168%,-9.13271830559582%
545,Soccer,W,23.6767123287671,67,2.21,3.62,4.98,6.32,7.65517282914748,7.66800004873125,14.6749664067373,-0.998327175338778,42.3855733987878%,-9.45389382624908%
546,Soccer,W,23.9191483701167,67,2.2,3.54,4.78,6.05,6.96480643141415,8.56824664713053,14.9190448384694,-0.812862504809736,42.391009320863%,-7.65327728012655%
547,Soccer,W,26.1123287671233,67,2.149,3.468,4.701,5.911,7.44612326816677,8.58214643450565,15.9759300641967,-0.867629482320256,43.7494028187602%,-8.1390606832663%
548,Soccer,W,31.4849315068493,67,2.252,3.691,5.031,6.383,7.08525212567041,7.73279010827233,13.6971918879999,-0.916260757949553,41.1627172921226%,-8.69922778517482%
549,Soccer,W,22.7479452054795,67.1,2.135,3.463,4.69,5.912,7.5626547675457,8.55362011128228,16.1720189785909,-0.884146673473435,44.0001273589102%,-8.29008628464688%
550,Soccer,W,19.8438356164384,67.2,2.253,3.709,5.085,6.463,7.30762240998249,7.51197963639214,13.7236776835578,-0.972795822632476,41.2337983503142%,-9.24720873481323%
551,Soccer,W,23.827397260274,67.6,2.135,3.489,4.734,5.972,7.69743173190287,8.33900786120266,16.0472359308522,-0.923063254049114,43.9226867383849%,-8.66962590956553%
552,Soccer,W,21.2054794520548,68,2.201,3.596,4.959,6.318,7.77326746466771,7.68687343696009,14.9380307981351,-1.01123916354499,42.6899061203006%,-9.56878371713764%
553,Soccer,W,23.919072710553,68,2.21,3.63,4.98,6.33,7.5923814069439,7.68160685724714,14.580422269604,-0.98838453308515,42.2761804604922%,-9.36249706428461%
554,Soccer,W,27.013698630137,68,2.141,3.507,4.777,5.998,7.80935025545466,8.16173609985254,15.9344639740842,-0.956824646118581,43.8247399862554%,-8.99994267502048%
555,Soccer,W,29.413698630137,68,2.09,3.446,4.689,5.958,8.23208623248565,8.25793402907716,16.9950062573852,-0.996869943922959,44.974185844093%,-9.34165189400352%
556,Soccer,W,32.9369863013699,68,2.163,3.493,4.758,6.016,7.51197917060951,8.36441289116287,15.7083238531983,-0.898088038975937,43.5121522786209%,-8.44327613008328%
557,Soccer,W,26.6109589041096,68.3,2.204,3.6,4.913,6.235,7.40289616290606,7.93265570134274,14.6811566132813,-0.933217883344286,42.3748293219942%,-8.82407924614814%
558,Soccer,W,18.8328767123288,68.5,2.117,3.535,4.837,6.132,8.38265144939714,7.78221749719684,16.3089041956002,-1.07715460952056,44.1649483702744%,-10.148297717662%
559,Soccer,W,19.3137236808727,69,2.17,3.46,4.65,5.82,6.94572657887499,9.06801158868479,15.7459822772686,-0.76595916435991,43.134881889569%,-7.17589578102553%
560,Soccer,W,17.6876712328767,69.4,2.218,3.668,4.998,6.388,7.38729066940474,7.68943561520048,14.2010239932897,-0.960706486026301,41.8182211928129%,-9.11149660398045%
561,Soccer,W,26.4931506849315,69.8,2.17,3.56,4.859,6.164,7.68682819654381,7.9676691289754,15.3115259303349,-0.964752435387876,43.1274488520829%,-9.10429657377734%
562,Soccer,W,18.2602739726027,70,2.061,3.367,4.603,5.829,8.53184054901753,8.43029682378765,17.9814870703613,-1.01204509489433,45.9847309307188%,-9.44843455932375%
563,Soccer,W,18.6986301369863,70,2.25,3.661,4.978,6.285,6.95710824419271,7.93524859540138,13.8015958556964,-0.876734756391184,41.2302664638466%,-8.31489934180748%
564,Soccer,W,21.027397260274,70,2.18,3.603,4.947,6.305,7.90348039254534,7.65578638903287,15.1268394038092,-1.03235382897664,42.8957724458297%,-9.7674831898478%
565,Soccer,W,20.1342465753425,71,2.05,3.35,4.59,5.81,8.71265186366082,8.4083909866191,18.3148458499889,-1.03618538642243,46.3002394743107%,-9.66767183842132%
566,Soccer,W,21.9534246575342,71,2.306,3.789,5.188,6.591,6.9190558465707,7.39418015146608,12.7901863518996,-0.935743477280416,40.0257117060548%,-8.92991036496624%
567,Soccer,W,22.4739726027397,71.5,2.197,3.633,4.971,6.331,7.66940327503495,7.66307486200179,14.6928028608686,-1.00082583207748,42.4085887921047%,-9.48174161436906%
568,Soccer,W,17.9616438356164,71.7,2.154,3.489,4.739,6.035,7.51309673514393,8.41075594434587,15.7977057563894,-0.89327246978253,43.6063368451982%,-8.39706706859588%
569,Soccer,W,31.413698630137,72.1,2.321,3.839,5.279,6.72,7.02924677846283,7.14311990744466,12.5526881493948,-0.984058348388756,39.7308863595447%,-9.41210042126142%
570,Soccer,W,25.0739726027397,84,2.202,3.637,4.937,6.245,7.36431524586201,7.83837064561492,14.4310581120548,-0.939521180971696,42.0909228957111%,-8.90830901203285%
571,Speed skating,M,20.7244474568747,63,2.11,3.35,4.52,5.63,7.42470108413513,9.32645827487611,17.3115412161534,-0.796090098224747,44.940904620099%,-7.39440170903703%
572,Speed skating,M,24.0054794520548,64,2.2,3.62,4.96,6.35,7.63276317392947,7.73300105664757,14.7560414222843,-0.987037647869978,42.4774745639828%,-9.33141713089124%
573,Speed skating,M,18.8164383561644,68,2.076,3.326,4.453,5.61,7.50266554469795,9.52381424593245,17.8634982492652,-0.787779491594167,45.4724365725531%,-7.30173142375772%
574,Speed skating,M,19.7682197805682,69,2.02,3.33,4.54,5.74,8.88267784682768,8.50597090650304,18.8889498342388,-1.04428735349149,46.8479426558747%,-9.71143780911157%
575,Speed skating,M,17.5224403855911,73,2.15,3.48,4.71,5.9,7.41754948406597,8.55991418899965,15.8733967690658,-0.86654484148898,43.6332857420219%,-8.13252387851619%
576,Speed skating,M,22.8794520547945,73,2.04,3.31,4.49,5.68,8.34325243442371,8.89530671004994,18.5539473408924,-0.937938702551704,46.5409628521794%,-8.71108366381405%
577,Speed skating,M,18.0202764142567,75,2.1,3.45,4.7,6,8.15537136349051,8.25737238699556,16.8354845756452,-0.987647278247293,44.8077972059008%,-9.26032208286104%
578,Speed skating,M,17.4347739091832,76.5,2.03,3.25,4.37,5.44,7.98934466528567,9.56257936175096,19.099685602544,-0.835480089947487,46.8705050738007%,-7.71912710578242%
579,Speed skating,M,27.1287671232877,77,2.099,3.411,4.656,5.859,8.11469732732367,8.4233117649543,17.0881563665722,-0.963361864520481,45.0727693722068%,-9.01806188923853%
580,Speed skating,M,16.6786087645865,79,2.12,3.43,4.67,5.87,7.82474380711042,8.49870463833802,16.625046621824,-0.920698405238448,44.5510153020985%,-8.62863576134726%
581,Speed skating,M,22.8602739726027,79,2.13,3.37,4.54,5.7,7.22302549765756,9.33839694639441,16.8628698127636,-0.773475955147355,44.3828300006764%,-7.21183072346451%
582,Speed skating,M,26.1369863013699,79,2.135,3.433,4.614,5.764,7.24784060279921,8.99230681420625,16.293701610208,-0.80600459398793,43.9131152260992%,-7.54233547120446%
583,Speed skating,M,23.3890410958904,80,2.12,3.38,4.58,5.73,7.53496668872134,8.97543047882131,16.9073924187132,-0.839510339532022,44.6846877386096%,-7.84092436122463%
584,Speed skating,M,24.6814102929985,81,2.18,3.56,4.84,6.1,7.44376032345499,8.11334480686123,15.0984485409558,-0.917471215713649,42.849470306253%,-8.6603842148284%
585,Speed skating,M,28.3369863013699,82,1.94,3.15,4.29,5.41,9.39837373688072,9.19255933943682,21.5987770676201,-1.0223892378438,49.3482914422801%,-9.40410230047832%
586,Speed skating,M,25.6395655758498,83.5,2.07,3.32,4.49,5.61,7.89447233668362,9.10796981902351,17.9756539449076,-0.866765315822052,45.860046906012%,-8.06438181552761%
587,Speed skating,M,17.5835616438356,85,2.172,3.516,4.762,6.003,7.29680726699619,8.42570513081965,15.370186607033,-0.866017401950827,43.0728217877635%,-8.15694856930108%
588,Speed skating,M,22.7189316971081,85,2.06,3.29,4.43,5.55,7.78820357492337,9.41220780730694,18.3260476231974,-0.827457673520254,46.0977572602395%,-7.67871387051614%
589,Speed skating,M,25.5917808219178,86,2.213,3.608,4.882,6.132,7.0643817259356,8.14632169248469,14.3871815244954,-0.86718668776029,41.9275558624401%,-8.20683134777226%
590,Speed skating,M,27.6904109589041,88,2.086,3.4,4.587,5.806,7.8478931293546,8.73587471447482,17.1395527876574,-0.898352298522678,45.0688818340491%,-8.40161460247788%
591,Speed skating,M,24.6230928145611,91,2.13,3.37,4.54,5.75,7.22931422578157,9.30981362671856,16.8258920227529,-0.776526202955762,44.3639469193358%,-7.25144574741001%
592,Speed skating,M,18.6375302511416,91.5,2.06,3.28,4.4,5.51,7.64420969155388,9.62431852357308,18.3925772331247,-0.794259840094728,46.0408084639882%,-7.36636625926243%
593,Speed skating,W,30.3890410958904,60,2.204,3.647,4.981,6.347,7.55998668879968,7.69067220012137,14.5353448652098,-0.983007270636288,42.2174754183546%,-9.3035576805123%
594,Speed skating,W,17.3178082191781,63,2.239,3.617,4.929,6.206,7.02396148939204,8.07266128225233,14.1755154908616,-0.870092432198803,41.669669430614%,-8.22906172402365%
595,Speed skating,W,19.8164383561644,63,2.122,3.541,4.86,6.211,8.44731556710827,7.71725836523349,16.2975291810083,-1.09460059095128,44.119407083581%,-10.3117549803212%
596,Speed skating,W,18.8812591958397,64.5,2.2,3.65,5.02,6.41,7.86231310397419,7.49329842811032,14.7286646058302,-1.04924596016082,42.4112743969994%,-9.94368824193006%
597,Speed skating,W,23.7956329591578,64.5,2.12,3.47,4.73,6.02,7.97950210257506,8.24589680390723,16.4495377210987,-0.967693665386893,44.3899677439515%,-9.07940237637269%
598,Speed skating,W,18.4923122463217,67.5,2.2,3.56,4.84,6.12,7.22029101884786,8.23709961419184,14.8685640914261,-0.876557448256167,42.5112000242004%,-8.26863095451391%
599,Speed skating,W,20.1150684931507,68,2.17,3.56,4.84,6.12,7.55547040916842,8.07197381735349,15.2468898301491,-0.936012749809139,43.0357442597885%,-8.82748129338037%
600,Speed skating,W,17.7799208206494,70,2.22,3.62,4.93,6.27,7.21545574119848,7.95830967120125,14.3557078018261,-0.906656820267885,41.9574236329727%,-8.58210222528819%
601,Speed skating,W,19.0849315068493,75,2.209,3.619,4.959,6.331,7.53548869247776,7.74763152397253,14.5955474355948,-0.972618363323247,42.2978867664143%,-9.21532602205434%
602,Speed skating,W,19.7791978373922,75,2.19,3.59,4.89,6.25,7.47500714356827,7.95169548343395,14.8597451355371,-0.940051987546708,42.5944823416233%,-8.88893229183622%
603,Speed skating,W,26.4266239535769,75,2.31,3.79,5.21,6.65,7.00411888410552,7.31213907636001,12.8037728469848,-0.95787550140419,40.059146369367%,-9.14809546467342%
604,Speed skating,W,24.3232876712329,77,2.17,3.53,4.82,6.1,7.6166451347443,8.10699598490343,15.4370278814516,-0.939515098925391,43.2610766418537%,-8.86182083487343%
605,Table tennis,M,23.8821917808219,58,2.092,3.432,4.665,5.905,8.11069173671267,8.41755390261226,17.0680462203127,-0.963544971680625,45.0374648587173%,-8.99785739218516%
606,Table tennis,M,26.1424657534247,58,2.073,3.334,4.496,5.643,7.78374505487155,9.20022434507736,17.9030501874262,-0.846038614160131,45.7140306829837%,-7.84075434100282%
607,Table tennis,M,27.3616438356164,64.1,2.088,3.42,4.658,5.871,8.20004258373123,8.39485674056336,17.2095456892357,-0.97679362937895,45.1935847837402%,-9.12776621824105%
608,Table tennis,M,16,64.2,2.07,3.38,4.59,5.81,8.20288314956623,8.61662157984888,17.6702849908828,-0.951983683344035,45.6606341323164%,-8.87056814225546%
609,Table tennis,M,19.4016513508371,64.4,2.17,3.59,4.91,6.24,7.84408284982748,7.78412390657895,15.264828209132,-1.00770272210054,43.0631241981635%,-9.50997071967852%
610,Table tennis,M,18.8016619419077,65.7,2.11,3.39,4.62,5.82,7.85534204003288,8.69122360260296,17.0681335362133,-0.903824639568618,44.9889503944474%,-8.43529815735508%
611,Table tennis,M,21.6164383561644,68.5,2.179,3.564,4.848,6.107,7.4768167938154,8.0952503338961,15.1316759116535,-0.923605384074261,42.8875422991171%,-8.70684883276559%
612,Table tennis,M,18.4235996321664,69.4,2.17,3.54,4.82,6.1,7.54469401637525,8.15312612872214,15.3782104795307,-0.925374377540477,43.1727289650726%,-8.71474075099454%
613,Table tennis,M,21.3287671232877,72.8,2.02,3.35,4.57,5.783,8.98660510683736,8.36394025022653,18.7908570414921,-1.07444635398895,46.7157313428337%,-10.0104402076094%
614,Table tennis,M,18.9249648021309,73.5,2.12,3.48,4.78,6.02,8.28679253788103,7.99158633730697,16.5561545064568,-1.0369396247646,44.4822532332138%,-9.74658667404014%
615,Table tennis,M,17,77.5,2.266,3.773,5.165,6.604,7.30068697009518,7.30368445579832,13.3304784850334,-0.999589592660899,40.7392341765461%,-9.52864695596054%
616,Table tennis,M,27.4520547945206,78,2.081,3.353,4.518,5.672,7.72925398043198,9.08738602651367,17.5596786542882,-0.850547556566966,45.3932818678547%,-7.92029052075299%
617,Table tennis,M,21.3260273972603,89.4,2.07,3.368,4.578,5.76,8.21230626589189,8.61458835700577,17.6864094855794,-0.953302227054561,45.6938033377137%,-8.90800379542205%
618,Telemark skiing,M,23.1178082191781,74,1.995,3.273,4.46,5.644,9.02786830278124,8.71634914279684,19.6725130355575,-1.03573963764885,47.6040501508673%,-9.60219622984964%
619,Telemark skiing,M,21.4082191780822,79,2.049,3.346,4.534,5.73,8.30397486104801,8.73394556905982,18.1316161108086,-0.950770163998389,46.136115647206%,-8.85689137383717%
620,Telemark skiing,M,25.0547945205479,80,2.038,3.333,4.483,5.643,8.14669337635169,8.97598199942451,18.2811432752409,-0.907610262239163,46.2414661427704%,-8.43929962712675%
621,Telemark skiing,M,22.7698630136986,82,2.049,3.291,4.454,5.631,8.09394063123886,9.14590131778925,18.5065955713389,-0.884980096548356,46.4262159754562%,-8.21672775404136%
622,Telemark skiing,M,29.2958904109589,82,2.043,3.357,4.55,5.733,8.43275832756149,8.61321910528421,18.1582987842993,-0.979048393461626,46.1734425438478%,-9.12967349318354%
623,Telemark skiing,M,25.4849315068493,83,2.076,3.393,4.622,5.83,8.28786670809935,8.44538311950442,17.4985523983212,-0.981348813999772,45.5055387407478%,-9.17966232083546%
624,Telemark skiing,M,20.572602739726,85,2.056,3.389,4.607,5.845,8.47294528322467,8.40766142698893,17.809413807689,-1.00776480556486,45.8179946903235%,-9.42259061846538%
625,Telemark skiing,M,22.413698630137,85,2.115,3.451,4.715,5.982,8.07182007994557,8.24022942787175,16.6284123398134,-0.979562541383065,44.5928194313351%,-9.20002106219193%
626,Telemark skiing,M,19.0630136986301,87,2.11,3.429,4.619,5.771,7.59158167467448,8.75272824296066,16.6117628331665,-0.867338898677675,44.4481306350907%,-8.12389077992437%
627,Telemark skiing,M,24.2,87,2.158,3.489,4.745,5.981,7.51265775941411,8.38179236983186,15.7423843712538,-0.896306831275613,43.5542592378273%,-8.43543282476576%
628,Telemark skiing,M,21.3972602739726,88,2.05,3.32,4.5,5.65,8.22307037994283,8.88850947255685,18.2727097414059,-0.925134906514016,46.2601046092662%,-8.61405639155622%
629,Telemark skiing,M,24.2849315068493,89,2.059,3.304,4.573,5.791,8.81760892590489,8.44331972028556,18.6124728324647,-1.04432962602613,46.5911766571433%,-9.74412543390866%
630,Telemark skiing,M,24.227397260274,90,2.18,3.486,4.69,5.882,6.94314218725261,8.88142072597737,15.4162417313183,-0.781760306315017,42.845479140549%,-7.34991402066916%
631,Telemark skiing,W,16.3260273972603,60,2.47,4.09,5.64,7.23,6.29246264363318,6.65883122383515,10.4751116815602,-0.944980047115392,36.7661033083179%,-9.11060158637348%
632,Telemark skiing,W,19.9753424657534,61,2.279,3.78,5.217,6.679,7.4392341028033,7.17209471796855,13.3387229036118,-1.03724705198963,40.7207022212213%,-9.88582716583617%
633,Telemark skiing,W,17.4739726027397,62,2.11,3.49,4.73,5.96,7.96900192167071,8.2343924811184,16.4049723764558,-0.967770474864268,44.3398650177325%,-9.07897655563146%
634,Telemark skiing,W,18.7835616438356,62,2.2,3.62,4.95,6.28,7.56713678602212,7.77388072254473,14.7065046964291,-0.97340531146522,42.4212428918111%,-9.20542632581093%
635,Telemark skiing,W,20.2849315068493,65,2.23,3.63,4.97,6.29,7.29871060439697,7.82921722615916,14.2857976981738,-0.932240145286856,41.8998075726069%,-8.82769287693346%
636,Tennis,M,16.5260273972603,68,2.035,3.312,4.519,5.725,8.62865584427207,8.68774136299374,18.74088257133,-0.99319897816326,46.7369433965735%,-9.22623314229259%
637,Tennis,M,17.4739726027397,70,2.038,3.308,4.494,5.719,8.41553490262927,8.8566084938092,18.6332744746435,-0.950198364138118,46.6252840550673%,-8.82160790104232%
638,Tennis,M,20.1616438356164,72,2.148,3.463,4.734,5.974,7.71746961805904,8.359952869217,16.1294205691469,-0.923147503196614,44.0120521691781%,-8.66538765734357%
639,Tennis,M,24.3527043061897,73,2,3.28,4.45,5.62,8.80814272602126,8.82958563972127,19.4430626315732,-0.997571469990217,47.4117936879949%,-9.24515022964159%
640,Tennis,M,20.8547945205479,75,2.116,3.468,4.718,5.988,7.95827110757918,8.27884732556051,16.4713278687668,-0.961277674853169,44.4144714359277%,-9.02144573272886%
641,Tennis,M,24.3315068493151,75,2.083,3.35,4.53,5.692,7.81234382698248,9.00939724948575,17.5961272467132,-0.867132795973494,45.471083108718%,-8.07425826772665%
642,Tennis,M,24.9698630136986,75,2.079,3.383,4.596,5.804,8.11713074671354,8.6158094940746,17.4839130380448,-0.942120499797028,45.4710577291392%,-8.79604206229528%
643,Tennis,M,18.8246575342466,76,2.1,3.36,4.56,5.76,7.75888957070446,8.93406445915265,17.3296048890302,-0.868461337634041,45.2006075173233%,-8.0980271373808%
644,Tennis,M,18.213698630137,78,2.05,3.35,4.55,5.74,8.38707283069281,8.64815031522573,18.1331666361443,-0.96981117637684,46.1447302063702%,-9.03829253655542%
645,Tennis,M,17.9917808219178,81,2.123,3.469,4.711,5.929,7.81684138871461,8.35027538258429,16.3181945544374,-0.936117796188826,44.2364923766621%,-8.79093165473507%
646,Tennis,M,25.3232876712329,85,2.012,3.292,4.449,5.608,8.53902589750838,8.92079720854304,19.0437295975424,-0.957204350450982,47.0360567597883%,-8.88769868957094%
647,Tennis,W,15.8587747653475,62,2.16,3.52,4.8,6.1,7.65296921909092,8.1748940326609,15.640553100321,-0.936155158527469,43.478790198523%,-8.80604269998439%
648,Tennis,W,16.5506849315069,62,2.28,3.744,5.14,6.539,7.15032911450186,7.44485494306847,13.3082907631664,-0.960439010455022,40.7044010267162%,-9.13970549288529%
649,Tennis,W,16.9479452054795,63,2.23,3.68,5.06,6.46,7.58126827824193,7.49004322563961,14.1960067773006,-1.01217950949736,41.8039451063401%,-9.60523562194402%
650,Tennis,W,20.1342465753425,66,2.197,3.63,5.011,6.41,7.96694716331499,7.49073221797522,14.9195669487875,-1.06357388456592,42.6184805573151%,-10.076132927734%
651,Tennis,W,17.1178082191781,67.5,2.22,3.66,5.01,6.38,7.4903115549865,7.63367954051275,14.2946595173417,-0.981219019639824,41.9341641386691%,-9.30475629423821%
652,Tennis,W,15.9945205479452,68,2.301,3.799,5.172,6.596,6.82131984826588,7.46312816537613,12.7270960711581,-0.914002774320853,39.9189249910446%,-8.71842529898346%
653,Tennis,W,19.7397260273973,70.5,2.35,3.89,5.37,6.9,6.98634360430453,6.967093882746,12.1686279470779,-1.0027629484951,39.2096155432374%,-9.61061855977719%
654,Weight/powerlifting,M,16.3532215880264,57,2.12,3.48,4.77,6.05,8.1996938669531,8.07757951262789,16.5584197973802,-1.0151176913993,44.4889370559987%,-9.51500949224441%
655,Weight/powerlifting,M,24,68,2.099,3.433,4.71,5.943,8.36398505726787,8.17901543489135,17.1022907201486,-1.02261514528845,45.0700730581731%,-9.57846466924868%
656,Weight/powerlifting,M,22.1315068493151,75,2.131,3.418,4.606,5.777,7.33307954552328,8.98739654636609,16.476323445416,-0.815929230193842,44.1449174824593%,-7.62696899124589%
657,Weight/powerlifting,M,21.386301369863,77,2.096,3.376,4.549,5.745,7.61551467943845,9.03288391696192,17.1975150168217,-0.84308784984362,44.9976160898355%,-7.86163125720387%
658,Weight/powerlifting,M,20.9232876712329,78,2.01,3.28,4.43,5.55,8.49971013405967,9.0236207425098,19.1745401677554,-0.941940089970535,47.1475966144416%,-8.7300781192134%
659,Weight/powerlifting,M,19.276488108828,80,2.03,3.33,4.55,5.77,8.82574548484122,8.48425004688254,18.7199578858844,-1.04025051549302,46.6955322233783%,-9.69215117795767%
660,Weight/powerlifting,M,20.3835616438356,83,2.141,3.498,4.757,6.006,7.73207480216248,8.2409589613355,15.9299277826493,-0.93824940015348,43.812908074756%,-8.82880895115043%
661,Weight/powerlifting,M,22,85,2.194,3.572,4.9,6.228,7.61143356865003,7.88377391315895,15.0017053525664,-0.965455586688711,42.7749947213758%,-9.13130154243038%
662,Weight/powerlifting,M,18.9395178526129,89,2.02,3.31,4.53,5.73,8.96747597395991,8.49153527625194,19.0369096429556,-1.05604883948831,46.9884330598946%,-9.83893829199022%
663,Weight/powerlifting,M,31.1385471841705,92,2.14,3.52,4.86,6.14,8.35514574437726,7.73753650266644,16.1620612955543,-1.07981988084941,44.00876695992%,-10.1952582790432%
664,Weight/powerlifting,M,16.6573287671233,103,2.23,3.61,4.95,6.25,7.3055792235396,7.84908536896872,14.3355287488316,-0.930755480431152,41.973012603197%,-8.83387436783944%
665,Weight/powerlifting,M,20,110,2.157,3.508,4.821,6.15,7.9347084334232,7.96534887698561,15.8006802273439,-0.996153282921362,43.6954616464259%,-9.41074888260483%
666,Weight/powerlifting,M,18.4558598427194,146,2.17,3.55,4.86,6.09,7.7790226777221,7.87698034957213,15.3188021928233,-0.987564057861925,43.1615950394769%,-9.36217036938237%
